dukes_name,gppd_idnr,repd_name,capacity_mw,latitude,longitude,fuel1,owner,source,url,geolocation_source
Tope Farm,GBR1000045,,3.31197,,,Solar,Anesco,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Tor Achilty,GBR0000401,,15,57.554,-4.5984,Hydro,Scottish and Southern Energy (SSE),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tormywheel,GBR0004263,,30.8,55.8048,-3.6721,Wind,BlackRock (formerly Muirhall Energy),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Torness,GBR1000059,,1185,55.9679,-2.4086,Nuclear,British Energy (now part of EDF),Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,GEODB
Torrance Farm,GBR0003799,,9,55.8718,-3.7461,Wind,Future Spectrum Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Torrance Farm Wind Park Extension,GBR0004085,,5.7,55.8766,-3.7452,Wind,Capital Dynamics,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tow Law Wind Farm,GBR0002586,,2.6,54.7638,-1.8228,Wind,RWE npower,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tower Hayes Farm,GBR0005168,,5,52.6852,-1.3175,Solar,Elgar Middleton,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tower Hill Farm,GBR0002077,,8.1,51.5973,-2.4724,Solar,NextEnergy Solar Fund (NESF),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Towerbrook Farm (Banwell Solar Farm),GBR0001203,,7.2,51.3315,-2.8547,Solar,Aquila Capital,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Townlands of Carrickatane,GBR0004042,,20.7,54.8949,-7.1997,Wind,Northern Wind Power,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Toyota Motor Manufacturing Uk - Deeside,GBR0002078,,3.8,53.2279,-3.0248,Solar,Toyota Motor Manufacturing Ltd  - Graham Hillier - 01244 282027,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Toyota Solar Farm,GBR0001048,,4.6,52.8771,-1.5746,Solar,Bluefield Solar Income Fund,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trackwork Limited (EfW),GBR0000857,,3,53.5779,-1.0685,Waste,Trackwork,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tralaig Power Station,GBR1000434,,0.084,,,Hydro,Scottish and Southern: Small Hydros,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Trecatti,GBR0000769,,7,51.7431,-3.2814,Waste,Biffa,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tredinnick Fields,GBR0001064,,5.8,50.4067,-4.7582,Solar,Kronos Solar,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tredown Solar Farm,GBR0001435,,1.2,50.6102,-4.2707,Solar,Lightsource Renewable Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trefinnick Farm,GBR0001594,,5,50.5423,-4.3492,Solar,MTS Trefinnick Solar Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trefullock Solar Farm,GBR0001080,,5,50.3666,-4.9565,Solar,Bosch Solar Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tregassow Farm - Solar Modules,GBR0001353,,6,50.3069,-5.0152,Solar,Mr Larry Mark,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Treguff Farm - resubmission,GBR0002137,,4.4,51.4308,-3.4073,Solar,Lightsource Renewable Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trehawke Barton (Doddycross) Solar Farm,GBR0002121,,9.1,50.4359,-4.3788,Solar,KS SPV20 Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trelow Farm,GBR0001547,,1.6,50.4899,-4.9298,Solar,Low carbon Solar Partners,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trench Farm,GBR0002079,,7.2,52.9454,-2.9179,Solar,Lightsource Renewable Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trenouth Farm,GBR0001563,,3.6,50.4944,-4.962,Solar,Low Carbon Solar,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trenoweth Solar Farm,GBR0001584,,2.5,50.3973,-4.7489,Solar,Kronos Solar,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trequite Farm solar park (resubmission),GBR0002129,,9.9,50.4263,-4.3656,Solar,Elgin Energy EsCo,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Treswarrow Solar Park,GBR0001641,,6.5,50.5679,-4.8498,Solar,Richard Jones,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trethosa Farm Solar Park,GBR0001896,,4.8,50.3557,-4.8988,Solar,Trethosa Solar Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trevemper solar farm,GBR0001023,,1.7,50.3949,-5.0693,Solar,The Green Company,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trewidland,GBR1000046,,5.045,,,Solar,Anesco,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Triangle Solar Farm Park,GBR0005002,,10,52.3285,0.3173,Solar,Savills/ Cambridge County Council,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trickey Warren,GBR0004860,,4.8,50.9269,-3.1381,Solar,Anesco,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trident Park,GBR0000922,,30,51.4726,-3.1506,Waste,Viridor,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trigon Solar Farm,GBR0001060,,7,50.7108,-2.1739,Solar,Trigon Solar Farm Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trimdon,GBR1000099,,5.2,,,Wind,Cumbria Wind,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Trimdon Grange,GBR0004690,,5.2,54.7204,-1.4426,Wind,Cumbria Wind Farms,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trinafour Power Station,GBR1000435,,0.55,,,Hydro,Scottish and Southern: Small Hydros,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Trinity Hall Farm,GBR0000240,,1.1,51.9188,-0.5656,Biomass,Hallwick Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Troughton Farm,GBR0002080,,30,51.9592,-2.1215,Solar,Hive Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trowbridge Sewage Treatment Works,GBR0006093,,1.2,51.3279,-2.2182,Waste,Wessex Water,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trowle Common,GBR0004948,,5,51.3265,-2.2331,Solar,Low Carbon,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trumps Farm (AD),GBR0000308,,2.4,51.382,-0.5722,Biomass,Agrivert,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trumps Farm Landfill Scheme,GBR0000753,,2.9,51.3853,-0.573,Waste,Renewable Power Systems,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Trysglwyn Wind Farm,GBR0002567,,5.6,53.3748,-4.3465,Wind,RWE npower,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tullo Farm,GBR0003190,,17.5,56.9639,-2.2108,Wind,West Coast Energy (agents for Tullo Wind Ltd and GE Wind),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tullo Wind Farm North Extension (Shiels Wind Farm),GBR0003818,,7.5,56.844,-2.4101,Wind,Eneco,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tullo Wind Farm South (Ext.),GBR0004422,,10,56.8274,-2.4049,Wind,Eneco,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tully Quarry,GBR0006134,,3,54.8371,-6.1986,Biomass,Stream Bioenergy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tullymurdoch Wind Farm,GBR0004599,,14.4,56.6549,-3.3134,Wind,Temporis Capital,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tummel,GBR1000409,,34,56.7075,-4.021,Hydro,Scottish and Southern: Hydro Schemes - Tummel,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,CARMA
Tump Solar Farm,GBR0001243,,5,51.6451,-2.653,Solar,Green Energy UK Direct,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Turncole,GBR1000357,,17.5,,,Wind,Renewable Energy Systems Ltd,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Turncole Wind Farm,GBR0004067,,17.5,51.6515,0.8678,Wind,RES/ Aviva,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Turret water treatment works,GBR0000419,,1.9,56.373,-3.8393,Hydro,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Turves Solar Farm (Resubmission),GBR0001171,,5,52.5303,-0.0262,Solar,Abbey Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Turves/Burtnhouse Solar Farm extension,GBR0002171,,4.7,52.5295,-0.0262,Solar,Lightsource Renewable Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Turweston Solar Farm,GBR0002081,,16.7,52.0328,-1.1053,Solar,INRG Solar,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tween Bridge Windfarm,GBR0003928,,44,53.6223,-0.9356,Wind,E.ON Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Twemlows,GBR0004861,,10,52.9379,-2.6436,Solar,Sunsave 27 (Twemlows)/ Vogt solar,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Twin Elm Solar Farm,GBR0001208,,1,51.358,-2.7959,Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Twin Rivers,GBR0003657,,28.7,53.6082,-0.905,Wind,NTR,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Twin Yards Solar Farm,GBR0005415,,5,53.1188,-1.3214,Solar,Global Renewable Construction,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Twinshiels,GBR1000149,,25,,,Wind,Eneco Wind UK Limited,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Twinwoods Heat & Power CHP,GBR0000986,,3.4,52.1926,-0.4911,Waste,Growing Beds / Bioflame,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tyddyn Cae (Nefyn),GBR0004862,,4.9,52.9138,-4.4789,Solar,Lightsource Renewable Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
